x,y,z
0.387589,3.19077,2.61112
-0.335211,-1.69806,2.04462
-1.22146,-0.341356,1.43052
-0.558676,-1.64774,1.90136
-1.22551,4.5438,1.87215
0.303995,2.34671,2.50809
0.185933,2.32877,2.43082
0.64007,-2.11628,2.66306
-0.59753,2.10078,2.13094
-0.754516,2.06319,2.03551
0.747417,-4.31243,2.57686
1.17669,-3.55139,2.91558
0.898041,-2.60286,2.78995
3.10605,-4.18845,4.14704
-0.591773,1.75334,1.98855
-0.275947,2.13752,2.22967
-0.744831,1.88871,2.03396
-0.212402,2.76814,2.19054
20.1397,-25.9139,12.8495
0.611705,-4.29385,2.48874
-1.89576,2.69007,1.3051
1.1422,-2.24195,2.9757
1.38351,-2.74464,3.1023
1.97122,-2.96988,3.48552
0.079804,-1.94537,2.3012
-1.24822,0.11877,1.44742
1.19041,-1.88353,2.7107
1.30123,-2.43088,3.07106
-1.02448,2.08931,1.86047
-0.763885,1.51103,1.83933
-0.548829,2.44906,1.94994
1.81167,-2.04892,3.44401
5.32044,-4.74254,5.57131
1.92309,-2.80433,3.46061
-1.22234,1.20109,1.67035
-1.46052,-0.122855,1.29429
-1.02823,0.997995,1.65497
-0.972288,-1.2181,1.64041
2.94785,1.90339,3.60654
-1.08584,0.816458,1.59976
-1.18918,-1.23515,1.40702
-1.24976,0.341769,1.46269
0.308372,2.52311,2.5216
-1.19463,0.703236,1.52828
1.25272,3.02351,2.95104
7.56913,-3.70014,6.909
-1.45631,-0.543169,1.2638
2.13171,-2.55007,3.61396
-0.996867,1.64955,1.84733
-0.338203,2.2606,2.11911
8.39311,-3.42112,6.96789
2.11438,-2.08449,3.6466
-1.13706,0.603101,1.54974
12.6592,-6.65116,8.67534
8.33193,-3.06341,5.56289
-0.152513,-2.07925,2.13268
6.56312,-1.45992,4.10495
-1.74929,1.36732,1.31531
-2.06246,1.67177,1.13383
6.32673,-1.69864,5.69587
2.8302,-2.56976,4.09228
7.59636,-2.24563,4.95866
11.45,-5.04738,7.45675
5.80189,-0.925787,3.66338
2.7129,-2.25853,4.0306
-1.65888,1.21053,1.37861
-1.24816,0.537603,1.48449
5.80991,-0.809717,3.25236
6.7468,-1.67668,5.14753
2.91482,-2.50747,4.15584
-1.74388,1.05767,1.30769
-2.22713,1.27144,0.992698
2.67939,-1.89684,4.04356
-1.02051,1.44538,1.8201
5.97966,-1.14582,4.95266
-1.23391,1.00347,1.63728
3.03636,-1.01679,4.35275
5.35486,-0.374261,2.96296
5.52685,-0.685827,4.51622
3.19562,2.33556,3.84338
5.40798,-1.80442,5.85362
-2.13252,1.20948,1.05185
-2.13847,0.980853,1.03395
-2.25129,0.981197,0.953257
7.98145,-2.8565,3.34928
3.85832,-1.02676,4.90111
-0.0356432,-1.88273,2.22956
3.13705,-1.65795,4.37157
0.769145,-2.12732,2.7358
4.29738,-1.61258,5.13854
5.16309,-2.50379,5.62335
3.6667,-1.23352,4.75797
-1.47732,0.557524,1.44514
-1.21905,-0.772054,1.40222
4.47559,-2.22271,5.19782
2.90396,-1.17759,4.25244
5.64571,-0.486601,2.33084
5.61292,0.251148,2.28232
1.02171,-2.10437,2.90575
4.69411,0.638747,2.57812
4.20527,-0.557546,5.17864
-1.40545,0.320287,1.37771
6.25161,-0.946957,2.5302
4.92142,-0.560363,4.99593
5.10428,-1.67998,5.66586
6.10036,-0.127677,2.49516
3.44701,-0.27028,4.68268
5.18794,0.573325,2.10544
1.19439,-2.09798,3.02293
4.74363,-0.781512,5.47516
3.35509,0.5583,4.51279
-0.842317,-1.23846,1.73041
5.44987,-1.40805,5.92318
-1.21066,-0.553634,1.4238
3.19263,0.733474,4.31313
-1.75281,-0.36963,1.07628
4.74542,0.950967,1.81634
5.16141,-0.275191,4.03618
5.41898,-0.732147,4.73614
5.18245,-0.18829,3.77866
3.61023,0.644824,3.95688
4.72708,-0.0313155,4.06883
-1.21435,1.65811,1.70967
0.724198,2.71996,2.8105
4.7825,0.0394879,3.85037
4.83051,0.108719,3.62318
4.03426,0.382155,4.02576
2.96793,0.969566,4.06134
2.97619,1.05167,3.87991
3.58877,0.813264,3.61308
3.89911,1.52313,1.63475
4.22118,1.35246,1.61629
4.10605,1.42117,1.6062
5.11411,-0.349432,4.28731
5.15827,2.99994,2.06873
-0.823588,-1.41883,1.73666
4.48994,0.360787,3.48232
-0.844797,1.87919,1.96547
4.50719,0.488645,3.16606
0.738835,2.53736,2.80337
4.0547,0.294137,4.20106
3.38892,1.03222,3.39413
3.87912,0.610334,3.7009
3.9817,1.62691,1.5183
2.75606,1.19227,3.8437
6.35486,3.12919,2.47587
-1.06154,-0.77742,1.50223
4.19981,0.622155,3.26417
4.50583,0.791297,2.4732
2.94118,1.38912,3.14567
5.94262,4.66929,2.57686
4.25702,0.931727,2.47956
-0.816193,1.58702,1.6697
3.91983,0.990647,2.80215
3.40675,0.929379,3.59333
2.94931,1.64441,3.25366
6.94326,6.28634,3.16746
3.38631,1.29264,2.79966
3.69403,1.06487,2.92353
-1.45153,0.772751,1.47725
0.985699,2.7454,2.98633
-1.38359,0.102767,1.3587
3.66547,1.16613,2.73607
2.72813,1.83106,3.89153
4.07674,1.13581,2.28119
2.82926,1.46245,3.26681
3.18709,1.46911,2.71549
3.12299,1.94627,3.38474
-0.122732,2.15059,2.22567
-1.2453,-0.121515,1.42979
3.63035,1.39777,2.25626
-0.722457,-1.4399,1.80752
1.0484,-2.34567,2.90969
4.0211,2.2742,3.24874
4.58943,2.61502,2.76439
2.33784,-1.64861,3.84167
6.12547,6.25184,4.47488
3.35461,1.64597,2.56621
-0.535272,2.31635,2.12878
4.52849,3.01192,2.82923
5.34847,4.74682,3.67664
0.125972,-2.07384,2.32487
4.7854,3.6853,3.12344
3.19605,-0.790726,4.47885
4.01812,3.26762,3.8108
-0.499146,2.26866,2.20928
1.71487,3.24613,1.84004
3.17531,2.71182,4.36398
3.54135,2.87375,4.01994
-0.164847,2.14714,2.18631
3.59802,3.42189,4.71871
-0.839332,-1.08702,1.74017
0.79518,-2.29081,2.74649
3.34395,4.09354,4.63358
-0.443156,-1.5979,1.98427
4.04492,4.31941,5.19589
-1.20583,1.42033,1.70095
2.80489,3.82775,4.23461
0.562954,2.5563,2.6915
-0.808144,1.61273,1.92614
2.50798,3.58388,4.05663
-1.47475,1.22594,1.50023
-0.70636,-1.60607,1.80882
1.89695,2.59677,3.59785
0.528952,3.60782,2.53249
1.88619,2.95112,3.61207
1.1094,3.12379,2.91579
3.20231,1.21532,3.23502
1.88909,3.65133,3.6543
-1.02175,1.27478,1.78371
1.51339,3.00812,3.37635
-0.536689,1.90034,2.06409
2.5848,1.44879,3.69751
1.37277,2.7496,3.24835
-1.19133,0.795699,1.57514
-1.21149,-2.77697,1.37828
-1.19255,-2.11213,1.43986
0.249527,-2.06907,2.40614
-0.360644,2.08123,2.16026
-1.62691,-0.535826,1.1554
-1.44691,-0.331232,1.2852
0.645007,-2.22741,2.64862
-1.20405,-0.994312,1.3929
-1.35098,-0.53977,1.33358
0.938553,-2.22976,2.83759
-1.4076,-1.44165,1.22299
1.26613,-2.01047,3.08684
-0.319117,-1.87244,2.03554
3.17292,1.14668,3.41872
1.25189,-1.72819,2.7962
1.58821,-2.32174,3.26699
1.60418,-2.13007,3.28859
0.0877004,2.31701,2.36462
1.40731,-2.33965,3.14868
1.86719,-2.5534,3.44522
1.86843,-2.34832,3.45843
1.59202,-2.51547,3.2594
-1.03366,1.15805,1.72447
1.67333,-1.90658,3.36405
1.22421,2.92294,3.15135
1.65213,-2.36276,3.31328
2.12252,-2.33811,3.63479
2.47745,-2.57666,3.85064
-1.68971,0.310138,1.28748
1.92207,-1.8178,3.54145
2.24734,-2.01575,3.73649
2.09041,-1.74423,3.66432
2.4703,-1.94384,3.89113
2.98966,-2.20455,4.22496
3.66022,-2.49441,4.65337
3.2239,-2.51712,4.35627
2.94705,-1.75585,4.24201
4.61588,-1.42163,5.36648
2.57451,-1.44216,4.01714
5.82778,-1.16092,5.18385
5.7154,-1.45595,5.98696
4.86295,-1.14636,5.52368
2.73218,-1.31685,4.13592
4.02156,-0.882206,5.02939
4.01511,-2.34058,4.89293
5.27486,-0.955907,5.40761
3.3929,-1.46899,4.55665
4.98103,-0.825246,5.55429
5.02502,-2.06049,5.58466
3.39497,-0.493091,4.64667
-1.35995,1.00134,1.55384
3.66742,-1.86958,4.70839
4.3245,-0.379914,5.25916
4.59561,-0.182726,4.58596
3.57427,-0.0800906,4.79143
3.90341,0.159361,4.68138
3.63743,0.141731,4.84719
4.31234,-0.0998384,4.74757
3.42334,0.835703,3.77883
3.69746,0.389723,4.42731
3.54624,0.354803,4.70799
4.0719,0.173023,4.45788
3.8125,0.583616,3.83797
3.23656,1.01932,3.61324
3.50245,0.597792,4.2028
2.81343,1.27529,3.54699
3.86514,0.831702,3.21787
3.2381,2.45019,3.92727
3.06338,2.26314,3.95037
-1.84163,0.113058,1.17363
-1.43688,-1.23059,1.22121
2.68748,2.08855,4.0496
3.36876,3.3543,4.59775
3.06005,2.95993,4.38078
2.76449,2.56456,4.15399
-2.11826,-0.554983,0.941745
2.54019,2.24713,3.97775
2.95689,3.36975,4.33894
2.71846,2.99991,4.15146
2.37527,2.39026,3.89494
2.54136,3.31857,4.0483
2.41132,3.04015,3.96462
2.274,2.73708,3.85129
2.18521,2.50047,3.7804
2.09235,3.02565,3.74561
2.01771,2.77432,3.67918
1.76187,2.63845,3.50423
1.53892,3.14886,3.41398
1.54425,2.67375,3.35968
-1.4898,0.242623,1.31784
0.365602,-2.33407,2.46168
-1.61534,0.962212,1.37924
-0.0256643,-2.069,2.22086
1.10821,2.67752,3.06008
-0.987975,-1.63741,1.61367
-2.25968,0.108142,0.903102
0.209074,2.44824,2.4612
-0.519532,2.14268,2.20696
-1.35349,-1.83059,1.35281
-0.710113,1.51676,1.75754
-1.0618,-2.27872,1.51212
-1.10793,1.34537,1.76439
3.42321,1.37058,2.56585
-0.927058,-2.4667,1.59222
-0.758289,-2.68225,1.68473
2.38453,-2.29618,3.81425
-0.572384,-2.12549,1.84724
-0.31169,-3.2003,1.94089
-0.10374,-3.42488,2.06566
0.334213,-3.81991,2.28481
-1.727,-0.521327,1.08977
-1.62896,-0.748831,1.13674
3.85253,0.402713,4.20211
-1.6943,-2.88281,1.0492
2.90462,1.33736,3.32563
-1.41896,-3.43912,1.19277
-1.21762,-1.87811,1.43923
0.934758,3.21789,2.89167
-1.88949,-0.996004,0.94635
4.7384,0.522424,2.78187
0.766471,3.56362,2.3303
-0.331191,2.54536,2.10029
-1.652,1.42715,1.39416
-0.814351,-1.87054,1.71018
3.8743,1.22864,2.31839
-0.128418,-2.53681,2.11723
-1.85871,1.43451,1.25056
0.540428,-2.34618,2.57359
1.05672,-2.11793,2.61233
1.14428,-2.45733,2.6452
-2.2561,0.551151,0.924678
-2.24872,0.724182,0.938388
1.42017,-2.54545,3.13439
1.63192,-2.95069,3.26001
1.00723,3.63605,1.85542
-2.2122,-0.126594,0.916104
2.37526,-3.14794,3.74903
2.20506,-2.60146,3.66753
2.80466,-3.2178,4.02481
2.67342,-2.91056,3.95988
-1.84127,-1.20647,0.965169
3.46066,-3.28867,4.45155
3.19956,-2.90649,4.30075
2.62753,-2.22293,3.98984
4.49503,1.17841,1.64207
4.04718,-3.33459,4.85196
3.64545,-2.88583,4.6032
2.87828,-2.14685,4.16682
4.62107,-3.28744,5.20665
4.0958,-2.81036,4.89181
3.6108,-2.40489,4.62969
3.13474,-2.05263,4.34858
5.35534,-3.26766,5.71791
4.61118,-2.72396,5.24709
3.41373,-1.94671,4.55545
6.16418,-3.18513,6.27811
4.40684,-1.22953,5.23666
4.31621,-2.12722,5.10126
5.53334,-1.07894,5.37186
5.3127,-1.06534,5.6388
6.59049,-2.83398,6.44781
4.65545,-0.992422,5.41898
5.73121,-2.40595,6.02443
5.3165,-0.655074,4.69185
4.69251,-1.94613,5.36516
5.13064,-0.642024,4.89924
3.91634,-1.63578,4.89781
4.95042,-0.6609,5.16726
6.34657,-2.16891,6.46456
-0.500413,-2.97069,1.83788
4.79359,-0.270676,4.52161
4.1459,-1.43948,5.04654
4.64275,-0.312287,4.78338
6.29128,-1.70305,5.77995
4.51678,-0.385878,5.08801
5.97496,-1.59665,5.9271
4.59192,0.0827036,3.97902
4.48055,0.0508384,4.19514
4.36692,-0.00827476,4.45868
4.28156,0.376155,3.70607
-1.71128,0.525228,1.27883
3.07778,1.26911,3.23962
3.70271,0.805983,3.4864
3.15144,1.73072,3.03596
3.62789,0.614068,3.97767
3.31372,2.12845,3.31863
3.51486,2.61204,3.68443
4.03035,5.18833,5.51439
3.14467,2.10152,3.58395
2.9679,1.84891,3.50577
3.29407,3.7943,4.58644
3.75524,3.20982,4.1519
3.25421,3.52091,4.53839
3.3253,2.55766,3.93894
2.76925,3.8915,4.15698
4.03026,3.95103,4.73953
2.9011,3.5976,4.31154
3.78656,3.54413,4.57598
2.41176,4.13774,4.02332
3.54329,3.12192,4.39368
3.33038,2.75011,4.21095
2.48601,3.78102,4.05214
4.35561,4.88969,5.49665
3.70958,3.7366,4.85295
2.03185,3.84838,3.75811
2.15408,3.68648,3.82687
1.28795,3.07003,2.80296
1.42443,2.95502,2.88364
0.700125,3.25842,2.83241
0.826115,3.27849,2.89375
0.576179,3.18399,2.7426
0.344977,3.02171,2.57686
0.194672,2.93659,2.46213
0.0478493,2.77968,2.36673
-0.142562,2.59252,2.22976
-0.0640306,2.75909,2.28615
-0.871806,2.30034,1.98
-0.930222,1.71907,1.64546
-0.767649,2.27696,2.04646
-1.13836,2.06672,1.78131
-1.12468,1.78369,1.77298
1.88491,3.15977,1.8116
1.43392,3.41236,1.80387
6.9375,-2.39577,6.4869
-2.25087,0.352996,0.917713
-1.59925,-0.976728,1.13657
-1.67388,-1.64304,1.03805
-1.48794,-2.35256,1.22639
-1.34562,-0.760204,1.32382
-1.09996,-1.44003,1.54037
-0.677478,-2.03862,1.79077
0.0261415,-2.62051,2.20958
-0.410923,-2.29614,1.94437
-0.292055,-2.38595,2.01691
0.138557,-2.72295,2.27528
0.300197,-2.79725,2.37669
0.405144,-2.85263,2.43484
0.531974,-2.84676,2.52336
1.50488,-3.23831,3.16475
0.553049,-2.97756,2.52357
1.68795,-3.65103,3.2433
0.747474,-2.95305,2.66667
1.79546,-3.30911,3.34746
0.727112,-3.12208,2.61892
2.03881,-4.01869,3.45529
0.749996,-2.67977,2.35545
2.10289,-3.83705,3.51135
0.979782,-3.05596,2.82213
2.12776,-3.60932,3.5382
2.12175,-3.39196,3.56582
1.00793,-3.29796,2.80511
2.56677,-4.27633,3.79286
1.17892,-3.18194,2.93402
2.54289,-3.73428,3.81131
2.47169,-3.45637,3.79419
1.3285,-3.47701,3.01484
3.18715,-4.54304,4.18572
1.43014,-3.35965,3.08935
3.00257,-3.84537,4.10778
4.18702,-3.12365,4.66096
3.89678,-4.78709,4.61837
8.85461,-6.08052,7.79528
3.7486,-4.39165,4.56449
6.89164,-4.61284,6.41598
3.51665,-3.94623,4.44278
6.32669,-4.16059,6.28394
3.27532,-3.55784,4.32682
5.39865,-3.53189,5.74158
9.44883,-5.54101,7.89553
4.481,-4.57583,5.03752
8.01497,-4.60398,7.11207
4.10903,-4.04632,4.83377
6.55102,-3.71886,6.22701
3.73888,-3.58774,4.63411
6.06612,-3.45219,6.19282
5.91776,-5.45535,5.92903
9.36488,-4.55407,7.96544
4.76558,-4.11806,5.26514
4.25179,-3.60447,4.98083
6.42379,-3.1421,6.31961
6.51259,-5.19388,6.09152
8.82202,-3.59568,6.77184
5.50613,-4.162,5.75015
7.988,-3.23938,7.05593
6.72842,-2.78628,6.40504
7.77738,-2.53725,5.77743
7.46208,-2.42773,5.9308
7.19746,-2.37929,6.17075
6.32942,-1.57275,4.57532
6.53284,-1.692,5.46181
5.94939,-1.03683,4.21135
6.12174,-1.0943,4.64245
5.37118,-0.545854,3.74255
5.65412,-0.614325,4.21922
-1.80957,-1.40504,0.972243
5.2847,-0.16372,3.64516
4.87706,0.193961,3.34567
4.4958,0.437506,3.28724
4.48859,0.231145,3.74626
4.21746,0.768621,2.91079
4.20513,0.701004,3.08366
4.21154,0.490119,3.4969
3.93151,0.934076,2.90475
4.31931,2.51831,3.33545
3.98009,0.727439,3.30145
3.28638,1.69511,2.73846
3.6738,1.21659,2.60531
7.45782,4.82688,6.20051
3.74384,0.940802,3.11231
3.50509,2.1176,3.00406
3.34184,1.87162,2.93661
4.16904,3.27319,3.51957
3.96675,2.96349,3.43555
3.53337,1.13799,2.95774
3.76187,2.63355,3.3378
3.55813,2.31925,3.21382
3.27071,1.52989,2.54864
4.56908,4.12418,4.07826
4.29827,3.69241,3.91016
3.82602,2.88172,3.57504
5.02951,5.20714,4.78937
5.63801,7.77441,6.73387
4.71721,4.64472,4.54364
4.41898,4.08435,4.29005
4.15479,3.59751,4.04381
5.73313,6.80763,5.88208
1.58047,3.10343,2.3275
4.6356,7.42429,6.04639
1.69002,3.02994,2.35528
5.24758,5.91965,5.40089
4.90652,5.19727,5.0461
4.57676,4.54586,4.67941
6.6637,9.10384,7.44963
1.41156,3.19572,2.33258
6.03506,7.81928,6.70737
5.54339,6.73732,6.09788
1.26424,3.27834,2.33905
5.10614,5.82275,5.53664
5.35285,8.45069,6.5997
1.16554,3.33568,2.34
5.52482,8.25628,6.71272
5.73128,8.02224,6.82375
0.986219,3.43347,2.35289
0.835055,3.50382,2.3785
0.320519,3.9585,2.63161
0.407198,4.09045,2.69481
0.51347,4.24775,2.76688
0.616237,4.44014,2.84641
0.27866,4.1456,2.60443
0.0584551,3.66441,2.43162
-0.164438,3.40333,2.26559
0.125096,3.80603,2.48842
0.205405,3.97089,2.55006
-0.0895978,3.61009,2.32506
-0.0153791,3.86295,2.39087
-0.343718,3.22574,2.13396
-0.293708,3.43448,2.17759
-0.268895,3.59317,2.20362
-0.517822,2.99416,1.99865
-0.496123,3.1989,2.03049
-0.747979,2.74956,1.8391
-1.02088,2.63569,1.89815
-1.04355,2.74372,1.84882
-1.16664,2.5307,1.78921
-1.24878,2.29989,1.72269
-1.22978,1.9198,1.38512
-1.42611,1.88925,1.57619
-1.51437,1.80695,1.51127
-1.51114,1.62088,1.50696
-1.72583,0.74561,1.28766
-1.9573,0.245675,1.09882
-1.93914,-0.104797,1.09046
-1.95762,0.103586,1.09481
-1.7196,-0.746595,1.0781
-1.32801,-1.59929,1.33312
-0.972694,-2.33368,1.5697
-0.790783,-2.57277,1.66936
-0.644514,-2.74736,1.75446
-0.618862,-2.8254,1.77027
0.565003,-3.8291,2.48878
-0.386785,-3.06404,1.90528
0.47447,-3.97414,2.41659
-0.148663,-3.22794,2.05088
0.679548,-4.02713,2.54479
0.865325,-4.05631,2.67544
0.06194,-3.42189,2.18201
1.0181,-4.29171,2.74741
-0.23093,-3.32373,1.99108
0.988879,-4.59061,2.71102
1.21055,-4.63605,2.86632
1.42065,-4.61187,3.00354
0.155578,-3.61634,2.22518
0.00243009,-3.58938,2.12644
1.59649,-4.5542,3.13089
1.68648,-5.02399,3.15425
1.88497,-4.93803,3.28449
2.04931,-4.84438,3.41922
2.05197,-5.54833,3.35667
4.7571,-6.23766,5.11098
2.25626,-5.4532,3.49486
6.86363,-9.22357,6.30872
2.43911,-5.31338,3.62719
6.11104,-7.76162,5.72584
2.56883,-5.14436,3.74348
5.54443,-6.67511,5.3323
2.79657,-6.17109,3.81198
5.66231,-6.53184,5.62582
2.97501,-5.9884,3.93868
9.6092,-11.1496,8.01183
3.10599,-5.74054,4.04193
7.78215,-8.59252,6.67818
3.18403,-5.48345,4.13142
6.96273,-7.34098,6.19537
3.76218,-6.94058,4.40593
6.65857,-6.77163,6.17102
3.86649,-6.60734,4.48471
12.4135,-12.4679,9.49839
3.93254,-6.25052,4.56371
3.91179,-5.85637,4.58916
10.1083,-9.35089,8.39949
4.94921,-7.75048,5.08808
4.94051,-6.81419,5.18539
12.4519,-10.0804,9.72956
10.1618,-8.02781,8.36917
24.9616,-18.7401,16.5914
11.2983,-4.99907,7.83534
23.2586,-16.8913,16.2579
7.59693,-2.81686,4.18584
8.39995,-3.07001,4.93301
13.0344,-9.03169,10.2104
8.32791,-3.03276,5.23566
25.8446,-16.6446,16.2196
7.80803,-2.27577,4.17306
25.418,-15.5445,17.9168
7.65001,-2.20999,4.36228
16.4627,-9.93586,12.3239
7.64247,-2.22296,4.67139
15.145,-8.26743,9.03716
13.8202,-7.35989,8.74597
6.67372,-1.43461,3.47995
6.61517,-1.42158,3.68108
11.9031,-6.19451,8.55818
6.63628,-1.45867,3.95785
11.9673,-5.45481,6.84179
11.5977,-5.18108,7.05167
5.92328,-0.835959,3.02978
5.877,-0.888068,3.43694
5.45636,-0.375839,2.75393
5.3254,-0.445168,3.06529
5.56051,-0.544092,3.40347
5.61236,0.0145672,2.80858
5.55998,-0.0259801,2.9625
5.53452,-0.0938123,3.14811
5.53525,-0.185273,3.34034
5.14808,0.379212,2.56907
5.12389,0.328886,2.71645
5.12065,0.25414,2.89042
5.14058,0.159706,3.06893
4.75282,0.691272,2.37811
4.40923,0.931901,2.28496
4.47627,0.725777,2.64399
4.08855,1.1993,2.08908
3.82556,1.38523,2.03949
3.74309,1.69828,1.99841
4.5394,3.27878,2.96652
4.73554,2.56209,2.60811
3.60361,1.59096,2.09614
6.11556,5.98404,4.09536
7.40784,3.8295,4.22978
5.68979,5.31702,3.84592
3.67514,1.78072,2.17254
5.03521,4.18708,3.41672
4.71995,2.9311,2.74015
7.26163,8.16035,5.21801
6.66763,7.15021,4.79698
7.71526,4.12777,4.77365
5.66576,5.40893,4.02451
4.81947,3.55355,2.8823
9.23218,11.9409,7.19589
4.58584,3.23298,2.80866
8.01835,9.88048,6.20399
7.19036,8.35597,5.49377
4.63804,2.89416,2.93969
6.74795,7.39437,5.0629
5.36658,4.56605,3.3828
5.05719,4.11276,3.24096
9.32196,12.4739,7.67231
2.09766,3.04092,1.78871
8.57749,10.8171,6.87077
2.00504,3.08867,1.79768
1.63084,3.32417,1.7622
1.52224,8.16704,3.93877
1.55674,7.49373,3.58884
2.17165,9.34661,4.43341
0.95685,3.70859,1.73826
0.757835,6.40401,3.05938
1.18635,3.56518,1.77552
1.05381,7.65348,3.60591
1.31201,8.17569,3.78831
1.38646,7.65427,3.47088
0.294505,5.70835,2.71286
0.415115,5.95547,2.77415
0.587179,6.49173,2.95434
0.845816,7.81923,3.45844
-0.0729571,5.13168,2.43695
0.0101637,5.4145,2.50633
0.121262,5.77286,2.59308
0.219508,5.94779,2.58202
-0.369519,4.6133,2.20012
-0.318944,4.87255,2.25242
-0.28442,5.83052,2.59761
-0.210456,6.03514,2.58288
-0.613584,4.18112,2.01081
-0.588412,4.40684,2.04323
-0.582562,4.91278,2.18386
